x,y,lightness
124,92,0.57
125,92,0.73
126,92,0.74
127,92,0.91
128,92,0.9
129,92,0.91
130,92,0.91
131,92,0.89
132,92,0.87
133,92,0.89
134,92,0.73
135,92,0.64
136,92,0.74
137,92,0.5
138,92,0.69
139,92,0.88
140,92,0.82
141,92,0.71
142,92,0.65
143,92,0.62
144,92,0.67
145,92,0.73
146,92,0.79
147,92,0.78
148,92,0.72
149,92,0.61
150,92,0.59
151,92,0.56
152,92,0.81
153,92,0.9
154,92,0.85
155,92,0.81
156,92,0.78
157,92,0.9
158,92,0.7
159,92,0.69
160,92,0.66
161,92,0.63
162,92,0.64
163,92,0.73
164,92,0.82
165,92,0.87
166,92,0.85
167,92,0.82
168,92,0.68
169,92,0.57
184,92,0.51
185,92,0.5
199,92,0.5
200,92,0.86
201,92,0.98
28,93,0.54
29,93,0.91
30,93,0.92
31,93,0.91
32,93,0.88
33,93,0.79
34,93,0.76
35,93,0.7
36,93,0.72
37,93,0.68
38,93,0.69
39,93,0.69
40,93,0.64
41,93,0.58
44,93,0.55
45,93,0.61
46,93,0.59
47,93,0.6
48,93,0.6
49,93,0.6
50,93,0.56
51,93,0.53
52,93,0.57
53,93,0.66
54,93,0.72
55,93,0.73
56,93,0.7
57,93,0.7
58,93,0.71
59,93,0.83
60,93,0.85
61,93,0.92
62,93,0.88
63,93,0.85
64,93,0.84
65,93,0.81
66,93,0.84
67,93,0.88
68,93,0.84
69,93,0.77
70,93,0.75
71,93,0.75
72,93,0.85
73,93,0.83
74,93,0.81
75,93,0.79
76,93,0.69
77,93,0.58
78,93,0.55
79,93,0.59
80,93,0.59
81,93,0.56
82,93,0.62
83,93,0.7
84,93,0.68
85,93,0.62
86,93,0.59
87,93,0.56
88,93,0.6
89,93,0.59
90,93,0.59
91,93,0.64
92,93,0.73
93,93,0.79
94,93,0.8
95,93,0.77
96,93,0.9
97,93,0.85
98,93,0.87
99,93,0.72
101,93,0.7
122,93,0.64
123,93,0.73
124,93,0.72
125,93,0.6
126,93,0.69
127,93,0.87
128,93,0.88
129,93,0.9
130,93,0.88
131,93,0.9
132,93,0.85
133,93,0.86
134,93,0.71
135,93,0.7
136,93,0.72
137,93,0.69
138,93,0.77
139,93,0.8
140,93,0.83
141,93,0.73
142,93,0.75
143,93,0.79
144,93,0.74
145,93,0.76
146,93,0.7
147,93,0.77
148,93,0.73
149,93,0.62
150,93,0.68
151,93,0.69
152,93,0.74
153,93,0.85
154,93,0.94
155,93,0.9
156,93,0.77
157,93,0.88
158,93,0.86
159,93,0.77
160,93,0.92
161,93,0.8
162,93,0.71
163,93,0.68
164,93,0.65
197,93,0.58
198,93,0.68
199,93,0.7
200,93,0.91
201,93,0.89
28,94,0.87
29,94,0.88
30,94,0.91
31,94,0.82
32,94,0.7
33,94,0.79
34,94,0.76
35,94,0.66
36,94,0.66
37,94,0.5
39,94,0.58
40,94,0.62
41,94,0.65
42,94,0.61
43,94,0.62
44,94,0.69
45,94,0.65
46,94,0.61
47,94,0.67
48,94,0.66
49,94,0.63
50,94,0.62
51,94,0.62
52,94,0.61
53,94,0.62
54,94,0.67
55,94,0.75
56,94,0.76
57,94,0.74
58,94,0.73
59,94,0.81
60,94,0.87
61,94,0.89
62,94,0.87
63,94,0.84
64,94,0.85
65,94,0.81
66,94,0.82
67,94,0.86
68,94,0.84
69,94,0.8
70,94,0.76
71,94,0.71
72,94,0.68
73,94,0.72
74,94,0.83
75,94,0.9
76,94,0.8
77,94,0.64
78,94,0.65
79,94,0.78
80,94,0.78
81,94,0.68
82,94,0.66
83,94,0.68
84,94,0.71
85,94,0.72
86,94,0.68
87,94,0.64
88,94,0.66
89,94,0.62
90,94,0.66
91,94,0.63
92,94,0.73
93,94,0.74
94,94,0.84
95,94,0.86
96,94,0.81
97,94,0.63
98,94,0.83
99,94,0.67
103,94,0.53
120,94,0.72
121,94,0.68
122,94,0.66
123,94,0.72
124,94,0.7
125,94,0.6
126,94,0.8
127,94,0.87
128,94,0.86
129,94,0.86
130,94,0.87
131,94,0.88
132,94,0.89
133,94,0.85
134,94,0.78
135,94,0.86
136,94,0.88
137,94,0.76
138,94,0.78
139,94,0.75
140,94,0.79
141,94,0.64
143,94,0.68
144,94,0.84
145,94,0.8
146,94,0.71
147,94,0.82
148,94,0.91
149,94,0.84
150,94,0.91
151,94,0.94
152,94,0.79
153,94,0.8
154,94,0.86
155,94,0.87
156,94,0.91
157,94,0.9
158,94,0.9
159,94,0.75
199,94,0.7
200,94,0.92
201,94,0.64
27,95,0.72
28,95,0.92
29,95,0.9
30,95,0.89
31,95,0.73
32,95,0.65
33,95,0.6
34,95,0.65
35,95,0.71
36,95,0.65
37,95,0.65
38,95,0.7
39,95,0.67
40,95,0.74
41,95,0.72
42,95,0.64
43,95,0.64
44,95,0.71
45,95,0.66
46,95,0.59
47,95,0.65
48,95,0.66
49,95,0.64
50,95,0.58
51,95,0.55
52,95,0.61
53,95,0.7
54,95,0.68
55,95,0.6
56,95,0.72
57,95,0.79
58,95,0.83
59,95,0.84
60,95,0.94
61,95,0.89
62,95,0.84
63,95,0.71
64,95,0.8
65,95,0.85
66,95,0.91
67,95,0.87
68,95,0.74
69,95,0.65
70,95,0.63
71,95,0.62
72,95,0.66
73,95,0.74
74,95,0.82
75,95,0.84
76,95,0.8
77,95,0.75
78,95,0.73
79,95,0.75
80,95,0.6
81,95,0.6
82,95,0.65
83,95,0.65
84,95,0.61
85,95,0.61
86,95,0.55
87,95,0.5
88,95,0.53
89,95,0.54
90,95,0.6
91,95,0.52
92,95,0.67
93,95,0.74
94,95,0.9
95,95,0.89
96,95,0.78
98,95,0.5
99,95,0.75
100,95,0.52
116,95,0.6
117,95,0.67
118,95,0.73
119,95,0.79
120,95,0.77
121,95,0.71
122,95,0.6
123,95,0.62
124,95,0.59
125,95,0.54
126,95,0.86
127,95,0.86
128,95,0.89
129,95,0.86
130,95,0.89
131,95,0.84
132,95,0.91
133,95,0.84
134,95,0.82
135,95,0.89
136,95,0.84
137,95,0.72
138,95,0.81
139,95,0.86
140,95,0.82
141,95,0.88
142,95,0.84
143,95,0.79
144,95,0.76
145,95,0.75
146,95,0.62
148,95,0.57
149,95,0.62
150,95,0.71
151,95,0.69
156,95,0.64
162,95,0.51
197,95,0.53
198,95,0.55
200,95,0.89
26,96,0.56
27,96,0.9
28,96,0.89
29,96,0.83
30,96,0.73
31,96,0.6
32,96,0.66
33,96,0.76
34,96,0.75
35,96,0.68
36,96,0.71
37,96,0.77
38,96,0.74
39,96,0.67
40,96,0.56
41,96,0.55
42,96,0.55
43,96,0.63
44,96,0.69
45,96,0.6
46,96,0.53
47,96,0.6
48,96,0.63
49,96,0.61
50,96,0.63
51,96,0.57
52,96,0.67
53,96,0.67
54,96,0.63
55,96,0.57
56,96,0.52
57,96,0.63
58,96,0.77
59,96,0.88
60,96,0.92
61,96,0.92
62,96,0.76
63,96,0.82
64,96,0.87
65,96,0.89
66,96,0.79
76,96,0.57
77,96,0.71
78,96,0.79
79,96,0.84
80,96,0.76
81,96,0.73
82,96,0.74
83,96,0.72
84,96,0.65
85,96,0.62
86,96,0.7
87,96,0.78
88,96,0.79
89,96,0.78
90,96,0.78
91,96,0.83
92,96,0.87
93,96,0.8
94,96,0.6
98,96,0.66
99,96,0.52
102,96,0.62
112,96,0.58
113,96,0.71
114,96,0.81
115,96,0.73
116,96,0.63
117,96,0.6
118,96,0.77
119,96,0.69
120,96,0.55
121,96,0.59
122,96,0.59
123,96,0.63
124,96,0.67
125,96,0.64
126,96,0.85
127,96,0.87
128,96,0.88
129,96,0.91
130,96,0.93
131,96,0.89
132,96,0.88
133,96,0.87
134,96,0.85
135,96,0.91
136,96,0.86
137,96,0.75
138,96,0.84
139,96,0.75
140,96,0.75
141,96,0.62
142,96,0.51
144,96,0.52
199,96,0.52
200,96,0.93
25,97,0.56
26,97,0.9
27,97,0.96
28,97,0.82
29,97,0.74
30,97,0.77
31,97,0.69
32,97,0.76
33,97,0.78
34,97,0.72
35,97,0.66
36,97,0.68
37,97,0.72
38,97,0.71
39,97,0.67
40,97,0.72
41,97,0.78
42,97,0.76
43,97,0.73
44,97,0.73
45,97,0.65
46,97,0.63
47,97,0.73
48,97,0.68
49,97,0.7
50,97,0.69
51,97,0.56
52,97,0.63
53,97,0.72
54,97,0.76
55,97,0.76
56,97,0.77
57,97,0.8
58,97,0.78
59,97,0.92
60,97,0.89
61,97,0.9
62,97,0.92
63,97,0.85
64,97,0.79
65,97,0.61
80,97,0.61
81,97,0.67
82,97,0.74
83,97,0.75
84,97,0.72
85,97,0.73
86,97,0.74
87,97,0.7
88,97,0.67
89,97,0.72
90,97,0.72
91,97,0.61
98,97,0.73
100,97,0.5
107,97,0.59
108,97,0.68
109,97,0.73
110,97,0.76
111,97,0.8
112,97,0.73
113,97,0.68
114,97,0.72
115,97,0.68
116,97,0.7
117,97,0.69
118,97,0.64
120,97,0.58
121,97,0.7
122,97,0.65
125,97,0.73
126,97,0.84
127,97,0.83
128,97,0.96
129,97,0.8
130,97,0.85
131,97,0.85
132,97,0.84
133,97,0.9
134,97,0.88
135,97,0.73
136,97,0.59
138,97,0.62
148,97,0.66
162,97,0.5
199,97,0.73
200,97,0.78
25,98,0.95
26,98,0.91
27,98,0.87
28,98,0.83
29,98,0.84
30,98,0.83
31,98,0.72
32,98,0.75
33,98,0.74
34,98,0.73
35,98,0.74
36,98,0.76
37,98,0.75
38,98,0.69
39,98,0.63
40,98,0.62
41,98,0.69
42,98,0.63
43,98,0.58
44,98,0.63
45,98,0.58
46,98,0.51
47,98,0.57
48,98,0.62
49,98,0.6
50,98,0.64
51,98,0.6
52,98,0.63
53,98,0.58
54,98,0.55
55,98,0.59
56,98,0.59
57,98,0.74
58,98,0.95
59,98,0.9
60,98,0.82
61,98,0.89
62,98,0.65
98,98,0.76
99,98,0.73
100,98,0.52
101,98,0.55
103,98,0.6
104,98,0.57
105,98,0.71
106,98,0.81
107,98,0.79
108,98,0.75
109,98,0.74
110,98,0.71
111,98,0.64
112,98,0.6
113,98,0.57
114,98,0.68
115,98,0.65
116,98,0.66
117,98,0.65
118,98,0.58
119,98,0.58
120,98,0.6
121,98,0.51
122,98,0.5
124,98,0.63
125,98,0.93
126,98,0.88
127,98,0.9
128,98,0.87
129,98,0.89
130,98,0.98
131,98,0.89
132,98,0.83
133,98,0.67
136,98,0.57
141,98,0.54
144,98,0.56
161,98,0.51
184,98,0.52
185,98,0.58
186,98,0.53
188,98,0.5
196,98,0.52
197,98,0.53
198,98,0.54
199,98,0.77
200,98,0.69
24,99,0.85
25,99,0.91
26,99,0.89
27,99,0.81
28,99,0.78
29,99,0.86
30,99,0.81
31,99,0.79
32,99,0.74
33,99,0.7
34,99,0.68
35,99,0.69
36,99,0.69
37,99,0.7
38,99,0.69
39,99,0.65
40,99,0.67
41,99,0.74
42,99,0.69
43,99,0.7
44,99,0.8
45,99,0.75
46,99,0.63
47,99,0.65
48,99,0.69
49,99,0.63
50,99,0.64
51,99,0.65
52,99,0.65
53,99,0.56
55,99,0.5
56,99,0.65
57,99,0.7
58,99,0.87
59,99,0.9
60,99,0.92
61,99,0.51
98,99,0.94
99,99,0.73
100,99,0.59
101,99,0.57
102,99,0.71
103,99,0.75
104,99,0.53
105,99,0.61
106,99,0.64
107,99,0.6
108,99,0.6
109,99,0.7
110,99,0.73
111,99,0.67
112,99,0.66
113,99,0.6
114,99,0.6
115,99,0.58
116,99,0.64
117,99,0.63
118,99,0.53
119,99,0.51
122,99,0.66
124,99,0.75
125,99,0.88
126,99,0.88
127,99,0.9
128,99,0.9
129,99,0.88
130,99,0.78
136,99,0.5
139,99,0.54
141,99,0.59
144,99,0.5
160,99,0.51
161,99,0.57
179,99,0.56
182,99,0.56
183,99,0.58
184,99,0.67
185,99,0.74
186,99,0.7
187,99,0.59
188,99,0.64
189,99,0.73
190,99,0.68
191,99,0.67
192,99,0.57
193,99,0.61
194,99,0.58
195,99,0.62
196,99,0.53
197,99,0.51
199,99,0.78
200,99,0.62
23,100,0.77
24,100,0.95
25,100,0.85
26,100,0.94
27,100,0.81
28,100,0.76
29,100,0.83
30,100,0.81
31,100,0.82
32,100,0.73
33,100,0.71
34,100,0.73
35,100,0.74
36,100,0.72
37,100,0.76
38,100,0.77
39,100,0.71
40,100,0.68
41,100,0.75
42,100,0.73
43,100,0.75
44,100,0.81
45,100,0.75
46,100,0.67
47,100,0.73
48,100,0.61
49,100,0.68
50,100,0.71
51,100,0.67
52,100,0.67
53,100,0.7
54,100,0.62
55,100,0.58
56,100,0.63
57,100,0.79
58,100,0.9
59,100,0.77
60,100,0.51
62,100,0.55
97,100,0.62
98,100,0.91
99,100,0.65
100,100,0.71
101,100,0.62
102,100,0.64
103,100,0.72
104,100,0.67
105,100,0.66
106,100,0.64
107,100,0.59
108,100,0.56
109,100,0.62
110,100,0.67
111,100,0.63
112,100,0.61
113,100,0.65
114,100,0.59
115,100,0.59
116,100,0.59
117,100,0.57
118,100,0.58
119,100,0.56
120,100,0.56
121,100,0.54
122,100,0.63
123,100,0.55
124,100,0.89
125,100,0.95
126,100,0.94
127,100,0.87
128,100,0.63
143,100,0.53
176,100,0.58
179,100,0.64
180,100,0.56
181,100,0.53
182,100,0.61
183,100,0.62
184,100,0.66
185,100,0.6
186,100,0.61
187,100,0.6
188,100,0.6
189,100,0.66
190,100,0.68
191,100,0.71
192,100,0.72
193,100,0.7
194,100,0.7
195,100,0.78
196,100,0.85
197,100,0.81
198,100,0.56
199,100,0.88
22,101,0.61
23,101,0.96
24,101,0.93
25,101,0.9
26,101,0.9
27,101,0.84
28,101,0.9
29,101,0.83
30,101,0.85
31,101,0.91
32,101,0.92
33,101,0.9
34,101,0.91
35,101,0.88
36,101,0.79
37,101,0.75
38,101,0.7
39,101,0.6
40,101,0.62
41,101,0.6
42,101,0.55
43,101,0.56
44,101,0.59
45,101,0.57
46,101,0.53
47,101,0.56
48,101,0.5
49,101,0.59
50,101,0.65
51,101,0.64
52,101,0.62
53,101,0.67
54,101,0.66
55,101,0.72
56,101,0.87
57,101,0.9
58,101,0.66
97,101,0.81
98,101,0.84
99,101,0.76
100,101,0.69
101,101,0.65
102,101,0.59
103,101,0.8
104,101,0.75
105,101,0.71
106,101,0.71
107,101,0.68
108,101,0.59
109,101,0.6
110,101,0.67
111,101,0.67
112,101,0.7
113,101,0.65
115,101,0.56
116,101,0.61
117,101,0.63
118,101,0.62
119,101,0.51
121,101,0.56
122,101,0.68
123,101,0.84
124,101,0.95
125,101,0.79
126,101,0.51
140,101,0.52
172,101,0.56
173,101,0.75
174,101,0.79
175,101,0.76
176,101,0.63
177,101,0.58
178,101,0.68
179,101,0.84
180,101,0.79
181,101,0.65
182,101,0.59
183,101,0.54
184,101,0.63
185,101,0.56
186,101,0.6
187,101,0.6
188,101,0.56
189,101,0.58
190,101,0.58
191,101,0.58
192,101,0.54
193,101,0.8
194,101,0.86
195,101,0.62
196,101,0.63
197,101,0.86
198,101,0.82
199,101,0.91
22,102,0.93
23,102,0.87
24,102,0.87
25,102,0.94
26,102,0.89
27,102,0.93
28,102,0.94
29,102,0.78
30,102,0.78
31,102,0.88
32,102,0.77
33,102,0.64
34,102,0.56
55,102,0.59
56,102,0.77
57,102,0.7
58,102,0.6
97,102,0.88
98,102,0.9
99,102,0.69
100,102,0.63
101,102,0.54
102,102,0.7
103,102,0.68
104,102,0.63
105,102,0.61
106,102,0.68
107,102,0.71
108,102,0.65
109,102,0.66
110,102,0.74
111,102,0.75
112,102,0.75
113,102,0.68
114,102,0.61
115,102,0.63
116,102,0.51
117,102,0.53
118,102,0.57
119,102,0.61
120,102,0.67
121,102,0.9
122,102,0.93
123,102,0.72
135,102,0.52
163,102,0.6
164,102,0.67
165,102,0.73
166,102,0.65
167,102,0.61
168,102,0.62
169,102,0.67
170,102,0.7
171,102,0.66
172,102,0.79
173,102,0.88
174,102,0.91
175,102,0.73
176,102,0.63
177,102,0.62
178,102,0.55
179,102,0.59
180,102,0.59
181,102,0.54
182,102,0.61
183,102,0.7
184,102,0.66
185,102,0.62
186,102,0.6
187,102,0.54
188,102,0.53
189,102,0.58
190,102,0.6
191,102,0.65
192,102,0.57
193,102,0.56
194,102,0.66
195,102,0.72
196,102,0.71
197,102,0.73
198,102,0.85
199,102,0.81
21,103,0.89
22,103,0.89
23,103,0.88
24,103,0.87
25,103,0.89
26,103,0.87
27,103,0.93
28,103,0.91
29,103,0.88
30,103,0.67
31,103,0.53
54,103,0.56
55,103,0.73
56,103,0.78
57,103,0.7
59,103,0.52
61,103,0.58
96,103,0.68
97,103,0.79
98,103,0.63
99,103,0.74
100,103,0.74
101,103,0.55
102,103,0.65
103,103,0.67
104,103,0.62
105,103,0.6
106,103,0.7
107,103,0.78
108,103,0.73
109,103,0.73
110,103,0.73
111,103,0.67
112,103,0.65
115,103,0.57
116,103,0.57
117,103,0.73
118,103,0.81
119,103,0.94
120,103,0.83
121,103,0.57
152,103,0.57
153,103,0.64
154,103,0.78
155,103,0.78
156,103,0.68
157,103,0.67
158,103,0.73
159,103,0.84
160,103,0.88
161,103,0.84
162,103,0.82
163,103,0.81
164,103,0.75
165,103,0.75
166,103,0.6
167,103,0.63
168,103,0.61
169,103,0.64
170,103,0.7
171,103,0.65
172,103,0.71
173,103,0.66
174,103,0.75
175,103,0.57
176,103,0.56
177,103,0.67
178,103,0.59
179,103,0.6
180,103,0.61
182,103,0.53
183,103,0.64
184,103,0.73
185,103,0.67
186,103,0.63
187,103,0.64
188,103,0.68
189,103,0.56
191,103,0.66
192,103,0.57
193,103,0.61
194,103,0.7
195,103,0.69
196,103,0.52
197,103,0.59
198,103,0.94
199,103,0.63
21,104,0.94
22,104,0.93
23,104,0.81
24,104,0.84
25,104,0.9
26,104,0.95
27,104,0.84
28,104,0.56
54,104,0.57
55,104,0.7
56,104,0.6
57,104,0.52
58,104,0.53
59,104,0.61
62,104,0.56
66,104,0.51
67,104,0.52
68,104,0.53
95,104,0.57
96,104,0.79
97,104,0.67
98,104,0.62
99,104,0.69
100,104,0.71
101,104,0.68
102,104,0.66
103,104,0.66
104,104,0.72
105,104,0.65
106,104,0.57
107,104,0.65
108,104,0.65
109,104,0.55
110,104,0.59
111,104,0.62
112,104,0.65
113,104,0.66
114,104,0.75
115,104,0.8
116,104,0.75
117,104,0.72
118,104,0.62
148,104,0.56
149,104,0.65
150,104,0.66
151,104,0.81
152,104,0.76
153,104,0.82
154,104,0.91
155,104,0.77
156,104,0.75
157,104,0.75
158,104,0.72
159,104,0.75
160,104,0.78
161,104,0.71
162,104,0.58
163,104,0.59
169,104,0.59
170,104,0.71
171,104,0.78
172,104,0.75
173,104,0.75
174,104,0.7
175,104,0.53
176,104,0.59
177,104,0.63
178,104,0.61
179,104,0.6
180,104,0.68
181,104,0.67
182,104,0.74
183,104,0.68
184,104,0.56
186,104,0.55
187,104,0.61
188,104,0.63
189,104,0.62
190,104,0.53
191,104,0.53
192,104,0.65
193,104,0.65
194,104,0.6
195,104,0.7
196,104,0.74
197,104,0.5
198,104,0.8
20,105,0.74
21,105,0.91
22,105,0.88
23,105,0.96
24,105,0.93
25,105,0.76
26,105,0.55
54,105,0.64
55,105,0.55
56,105,0.71
57,105,0.63
58,105,0.5
59,105,0.56
60,105,0.57
61,105,0.52
62,105,0.63
63,105,0.65
64,105,0.74
65,105,0.75
66,105,0.7
67,105,0.67
68,105,0.71
69,105,0.72
70,105,0.71
71,105,0.73
72,105,0.75
73,105,0.74
74,105,0.66
75,105,0.66
76,105,0.71
77,105,0.62
92,105,0.69
93,105,0.83
94,105,0.89
95,105,0.88
96,105,0.78
97,105,0.64
98,105,0.71
99,105,0.73
100,105,0.57
101,105,0.66
102,105,0.84
103,105,0.79
104,105,0.62
105,105,0.59
106,105,0.61
107,105,0.75
108,105,0.79
109,105,0.72
110,105,0.7
111,105,0.72
112,105,0.68
113,105,0.53
137,105,0.54
139,105,0.57
142,105,0.53
144,105,0.52
145,105,0.57
146,105,0.7
147,105,0.79
148,105,0.79
149,105,0.64
150,105,0.59
151,105,0.81
152,105,0.74
153,105,0.77
154,105,0.79
155,105,0.64
156,105,0.63
157,105,0.61
158,105,0.65
159,105,0.69
160,105,0.68
161,105,0.6
162,105,0.54
163,105,0.63
164,105,0.53
166,105,0.52
167,105,0.55
168,105,0.56
169,105,0.51
170,105,0.74
171,105,0.85
172,105,0.71
173,105,0.7
174,105,0.79
175,105,0.68
177,105,0.71
178,105,0.74
179,105,0.68
180,105,0.63
181,105,0.51
182,105,0.53
183,105,0.59
184,105,0.62
185,105,0.56
186,105,0.56
187,105,0.56
188,105,0.58
189,105,0.63
190,105,0.63
191,105,0.62
192,105,0.68
193,105,0.6
194,105,0.58
195,105,0.54
196,105,0.7
197,105,0.78
198,105,0.79
20,106,0.89
21,106,0.92
22,106,0.93
23,106,0.77
24,106,0.69
54,106,0.77
55,106,0.81
56,106,0.73
57,106,0.62
58,106,0.61
59,106,0.68
60,106,0.64
61,106,0.76
62,106,0.89
63,106,0.65
64,106,0.71
65,106,0.7
66,106,0.67
67,106,0.68
68,106,0.73
69,106,0.73
70,106,0.69
71,106,0.68
72,106,0.68
73,106,0.7
74,106,0.58
75,106,0.6
76,106,0.73
77,106,0.77
78,106,0.77
79,106,0.71
80,106,0.68
81,106,0.7
82,106,0.62
83,106,0.59
84,106,0.51
88,106,0.7
89,106,0.75
90,106,0.82
91,106,0.79
92,106,0.64
93,106,0.74
94,106,0.84
95,106,0.79
96,106,0.73
97,106,0.81
98,106,0.67
99,106,0.6
100,106,0.78
101,106,0.78
102,106,0.68
103,106,0.74
104,106,0.77
105,106,0.7
106,106,0.7
107,106,0.7
108,106,0.64
136,106,0.5
141,106,0.64
142,106,0.65
143,106,0.8
144,106,0.79
145,106,0.66
146,106,0.58
147,106,0.6
148,106,0.63
149,106,0.58
150,106,0.58
151,106,0.76
152,106,0.77
153,106,0.73
154,106,0.65
155,106,0.59
156,106,0.65
157,106,0.62
158,106,0.63
159,106,0.59
160,106,0.53
161,106,0.54
162,106,0.56
163,106,0.59
166,106,0.53
168,106,0.67
169,106,0.67
170,106,0.79
171,106,0.74
172,106,0.74
173,106,0.74
174,106,0.76
175,106,0.65
177,106,0.64
178,106,0.57
179,106,0.57
180,106,0.67
181,106,0.66
182,106,0.58
183,106,0.6
185,106,0.54
186,106,0.57
187,106,0.58
188,106,0.58
189,106,0.6
190,106,0.59
191,106,0.5
192,106,0.54
193,106,0.81
194,106,0.73
195,106,0.7
196,106,0.76
197,106,0.86
198,106,0.84
20,107,0.93
21,107,0.82
22,107,0.8
53,107,0.65
54,107,0.86
55,107,0.63
56,107,0.54
57,107,0.56
58,107,0.62
59,107,0.75
60,107,0.74
61,107,0.63
62,107,0.7
63,107,0.78
64,107,0.75
65,107,0.63
66,107,0.53
67,107,0.58
68,107,0.71
69,107,0.75
70,107,0.66
71,107,0.56
72,107,0.58
73,107,0.62
74,107,0.53
75,107,0.62
76,107,0.73
77,107,0.7
78,107,0.72
79,107,0.64
80,107,0.66
81,107,0.73
82,107,0.69
83,107,0.76
84,107,0.74
85,107,0.66
86,107,0.76
87,107,0.8
88,107,0.79
89,107,0.73
90,107,0.62
91,107,0.55
92,107,0.55
93,107,0.84
94,107,0.84
95,107,0.62
96,107,0.71
97,107,0.66
98,107,0.73
99,107,0.75
100,107,0.67
101,107,0.72
102,107,0.81
103,107,0.75
104,107,0.62
132,107,0.59
133,107,0.57
138,107,0.58
140,107,0.8
141,107,0.83
142,107,0.68
143,107,0.65
144,107,0.61
145,107,0.54
146,107,0.5
147,107,0.52
148,107,0.63
149,107,0.67
150,107,0.57
151,107,0.55
152,107,0.68
153,107,0.66
154,107,0.59
155,107,0.62
156,107,0.73
157,107,0.66
158,107,0.64
159,107,0.54
161,107,0.57
162,107,0.62
163,107,0.6
165,107,0.5
166,107,0.57
168,107,0.61
169,107,0.73
170,107,0.79
171,107,0.7
172,107,0.79
173,107,0.73
174,107,0.8
175,107,0.68
176,107,0.8
177,107,0.82
178,107,0.64
179,107,0.55
180,107,0.56
181,107,0.64
182,107,0.6
183,107,0.64
184,107,0.64
185,107,0.68
186,107,0.62
187,107,0.61
188,107,0.59
189,107,0.62
190,107,0.71
191,107,0.65
192,107,0.56
193,107,0.59
194,107,0.63
195,107,0.7
196,107,0.8
197,107,0.94
198,107,0.6
19,108,0.58
20,108,0.99
21,108,0.63
22,108,0.51
53,108,0.55
54,108,0.61
55,108,0.7
56,108,0.79
57,108,0.76
58,108,0.64
59,108,0.63
60,108,0.73
61,108,0.77
62,108,0.69
63,108,0.58
65,108,0.57
66,108,0.71
67,108,0.79
68,108,0.77
69,108,0.72
70,108,0.71
71,108,0.71
72,108,0.6
73,108,0.58
75,108,0.63
76,108,0.71
77,108,0.63
78,108,0.69
79,108,0.68
80,108,0.66
81,108,0.62
82,108,0.52
83,108,0.66
84,108,0.69
85,108,0.53
86,108,0.57
87,108,0.64
88,108,0.61
89,108,0.66
90,108,0.59
91,108,0.59
92,108,0.66
93,108,0.87
94,108,0.82
95,108,0.68
96,108,0.79
97,108,0.84
98,108,0.7
99,108,0.57
100,108,0.69
101,108,0.76
102,108,0.52
134,108,0.51
135,108,0.56
136,108,0.52
137,108,0.62
138,108,0.77
139,108,0.55
140,108,0.52
141,108,0.64
142,108,0.69
143,108,0.72
144,108,0.63
145,108,0.67
146,108,0.68
147,108,0.59
148,108,0.57
149,108,0.62
150,108,0.61
151,108,0.63
153,108,0.54
154,108,0.54
155,108,0.58
156,108,0.63
157,108,0.52
158,108,0.54
160,108,0.5
162,108,0.54
163,108,0.57
164,108,0.5
166,108,0.57
167,108,0.57
169,108,0.56
170,108,0.71
171,108,0.76
172,108,0.63
174,108,0.75
175,108,0.68
176,108,0.76
177,108,0.76
178,108,0.7
179,108,0.63
180,108,0.55
181,108,0.69
182,108,0.77
183,108,0.81
184,108,0.79
185,108,0.8
186,108,0.75
187,108,0.78
188,108,0.77
189,108,0.79
190,108,0.91
191,108,0.89
192,108,0.67
193,108,0.66
194,108,0.65
195,108,0.63
196,108,0.74
197,108,0.97
198,108,0.51
19,109,0.8
20,109,0.9
21,109,0.56
53,109,0.64
54,109,0.67
55,109,0.82
56,109,0.72
57,109,0.58
58,109,0.57
59,109,0.66
60,109,0.66
61,109,0.67
62,109,0.73
63,109,0.75
64,109,0.64
65,109,0.62
66,109,0.65
67,109,0.7
68,109,0.7
69,109,0.71
70,109,0.74
71,109,0.74
72,109,0.64
73,109,0.6
74,109,0.59
75,109,0.73
76,109,0.76
77,109,0.64
78,109,0.61
79,109,0.58
80,109,0.7
81,109,0.68
82,109,0.53
83,109,0.56
84,109,0.66
85,109,0.64
86,109,0.61
87,109,0.56
88,109,0.68
89,109,0.73
90,109,0.7
91,109,0.75
92,109,0.87
93,109,0.95
94,109,0.88
95,109,0.86
96,109,0.75
97,109,0.74
98,109,0.75
99,109,0.75
100,109,0.6
131,109,0.62
132,109,0.73
133,109,0.78
134,109,0.8
135,109,0.81
136,109,0.82
137,109,0.72
138,109,0.54
139,109,0.51
140,109,0.6
141,109,0.74
142,109,0.65
143,109,0.57
144,109,0.61
145,109,0.62
146,109,0.66
147,109,0.62
148,109,0.57
149,109,0.57
150,109,0.56
151,109,0.6
152,109,0.64
153,109,0.66
154,109,0.65
155,109,0.62
156,109,0.65
157,109,0.56
158,109,0.57
159,109,0.55
160,109,0.52
161,109,0.54
162,109,0.53
166,109,0.57
167,109,0.57
169,109,0.66
170,109,0.78
171,109,0.78
172,109,0.66
173,109,0.5
174,109,0.74
175,109,0.72
176,109,0.79
177,109,0.79
178,109,0.86
179,109,0.8
180,109,0.65
181,109,0.64
182,109,0.54
191,109,0.53
192,109,0.53
193,109,0.76
